Date,Description,Amount,Category
03 Dec,"03 Dec Flight Ticket - IndiGo 6,704.35 3,201,397.55",3201397.55,Others
03 Dec,"03 Dec Bill Payment - Water 709.62 3,200,687.93",3200687.93,Utilities
03 Dec,"03 Dec NEFT Inward 45,038.45 3,245,726.38",3245726.38,Bank Transfer
04 Dec,"04 Dec Amazon Purchase 5,439.62 3,240,286.76",3240286.76,Shopping
04 Dec,"04 Dec Fuel - HPCL 7,924.15 3,232,362.61",3232362.61,Travel
05 Dec,"05 Dec Rental Income 41,410.19 3,273,772.80",3273772.8,Rent
06 Dec,"06 Dec NEFT Inward 12,707.93 3,286,480.73",3286480.73,Bank Transfer
06 Dec,"06 Dec EMI Debit 14,813.27 3,271,667.46",3271667.46,Others
07 Dec,"07 Dec Grocery - BigBasket 4,521.72 3,267,145.74",3267145.74,Others
07 Dec,"07 Dec Bill Payment - Water 18,040.21 3,249,105.53",3249105.53,Utilities
07 Dec,"07 Dec UPI Transfer Received 8,638.87 3,257,744.40",3257744.4,Bank Transfer
08 Dec,"08 Dec Insurance Claim 38,194.16 3,295,938.56",3295938.56,Others
08 Dec,"08 Dec Mutual Fund SIP 9,717.73 3,286,220.83",3286220.83,Others
09 Dec,"09 Dec Dividend Credit 28,984.46 3,315,205.29",3315205.29,Others
09 Dec,"09 Dec Swiggy Order 4,510.88 3,310,694.41",3310694.41,Food
09 Dec,"09 Dec Bonus Credit 30,592.91 3,341,287.32",3341287.32,Others
10 Dec,"10 Dec Freelance Payment 43,092.28 3,384,379.60",3384379.6,Others
10 Dec,"10 Dec Refund - Flipkart 35,675.46 3,420,055.06",3420055.06,Shopping
11 Dec,"11 Dec Freelance Payment 32,468.13 3,452,523.19",3452523.19,Others
11 Dec,"11 Dec Freelance Payment 19,620.81 3,472,144.00",3472144.0,Others
12 Dec,"12 Dec FD Maturity 16,361.85 3,488,505.85",3488505.85,Others
12 Dec,"12 Dec EMI Debit 5,817.36 3,482,688.49",3482688.49,Others
13 Dec,"13 Dec Rental Income 15,677.66 3,498,366.15",3498366.15,Rent
17 Dec,"17 Dec Grocery - BigBasket 3,379.82 3,494,986.33",3494986.33,Others
17 Dec,"17 Dec Swiggy Order 14,123.25 3,480,863.08",3480863.08,Food
17 Dec,"17 Dec Refund - Flipkart 2,365.68 3,483,228.76",3483228.76,Shopping
18 Dec,"18 Dec Refund - Amazon 4,866.26 3,488,095.02",3488095.02,Shopping
19 Dec,"19 Dec Interest Credit 41,466.17 3,529,561.19",3529561.19,Others
19 Dec,"19 Dec Refund - Flipkart 36,582.16 3,566,143.35",3566143.35,Shopping
19 Dec,"19 Dec Medical - Pharmacy 4,367.91 3,561,775.44",3561775.44,Others
20 Dec,"20 Dec Bill Payment - Water 19,017.39 3,542,758.05",3542758.05,Utilities
20 Dec,"20 Dec Refund - Flipkart 21,599.38 3,564,357.43",3564357.43,Shopping
20 Dec,"20 Dec Refund - Amazon 48,010.11 3,612,367.54",3612367.54,Shopping
21 Dec,"21 Dec Bill Payment - Water 12,901.91 3,599,465.63",3599465.63,Utilities
22 Dec,"22 Dec ATM Withdrawal 15,869.84 3,583,595.79",3583595.79,Others
22 Dec,"22 Dec Fuel - HPCL 3,628.76 3,579,967.03",3579967.03,Travel
24 Dec,"24 Dec Netflix Subscription 12,140.93 3,567,826.10",3567826.1,Others
24 Dec,"24 Dec Mobile Recharge 233.86 3,567,592.24",3567592.24,Utilities
24 Dec,"24 Dec Freelance Payment 42,312.76 3,609,905.00",3609905.0,Others
25 Dec,"25 Dec Refund - Flipkart 44,564.17 3,654,469.17",3654469.17,Shopping
25 Dec,"25 Dec Medical - Pharmacy 18,266.57 3,636,202.60",3636202.6,Others
26 Dec,"26 Dec Rental Income 16,560.53 3,652,763.13",3652763.13,Rent
26 Dec,"26 Dec Flight Ticket - IndiGo 15,866.68 3,636,896.45",3636896.45,Others
26 Dec,"26 Dec Amazon Purchase 5,662.81 3,631,233.64",3631233.64,Shopping
27 Dec,"27 Dec Mutual Fund SIP 6,824.02 3,624,409.62",3624409.62,Others
28 Dec,"28 Dec Medical - Pharmacy 6,856.77 3,617,552.85",3617552.85,Others
28 Dec,"28 Dec Mutual Fund SIP 15,952.39 3,601,600.46",3601600.46,Others
29 Dec,"29 Dec Rental Income 6,880.39 3,608,480.85",3608480.85,Rent
29 Dec,"29 Dec Medical - Pharmacy 19,355.92 3,589,124.93",3589124.93,Others
30 Dec,"30 Dec Salary Credit 46,662.44 3,635,787.37",3635787.37,Income
30 Dec,"30 Dec Insurance Premium 953.21 3,634,834.16",3634834.16,Others
31 Dec,"31 Dec Swiggy Order 11,767.99 3,623,066.17",3623066.17,Food
31 Dec,"31 Dec Bonus Credit 12,202.85 3,635,269.02",3635269.02,Others
,Account Number IN04 0009 0123 4567,4567.0,Others
,IFSC Code AXIS0009012,9012.0,Others
,"Opening Balance Rs. 175,000.00",175000.0,Others
,"Total Credits (+) Rs. 6,205,901.66",6205901.66,Others
,"Total Debits (–) Rs. 3,095,076.01",3095076.01,Others
,"Closing Balance Rs. 3,285,825.65",3285825.65,Others
02 Jan,"02 Jan UPI Payment 1,477.93 173,522.07",173522.07,Bank Transfer
02 Jan,"02 Jan Freelance Payment 24,286.19 197,808.26",197808.26,Others
03 Jan,"03 Jan Amazon Purchase 8,571.09 189,237.17",189237.17,Shopping
05 Jan,"05 Jan Freelance Payment 42,630.55 231,867.72",231867.72,Others
05 Jan,"05 Jan Hotel Booking 7,777.93 224,089.79",224089.79,Others
06 Jan,"06 Jan Swiggy Order 17,021.81 207,067.98",207067.98,Food
07 Jan,"07 Jan FD Maturity 32,047.43 239,115.41",239115.41,Others
07 Jan,"07 Jan Medical - Pharmacy 5,924.10 233,191.31",233191.31,Others
07 Jan,"07 Jan Refund - Flipkart 815.09 234,006.40",234006.4,Shopping
08 Jan,"08 Jan Bill Payment - Electricity 5,829.47 228,176.93",228176.93,Utilities
09 Jan,"09 Jan Bill Payment - Water 3,540.19 224,636.74",224636.74,Utilities
10 Jan,"10 Jan Interest Credit 3,614.32 228,251.06",228251.06,Others
11 Jan,"11 Jan Insurance Premium 12,938.44 215,312.62",215312.62,Others
14 Jan,"14 Jan Swiggy Order 17,721.09 197,591.53",197591.53,Food
14 Jan,"14 Jan Interest Credit 24,732.12 222,323.65",222323.65,Others
14 Jan,"14 Jan UPI Payment 9,317.40 213,006.25",213006.25,Bank Transfer
15 Jan,"15 Jan Bill Payment - Electricity 8,140.10 204,866.15",204866.15,Utilities
16 Jan,"16 Jan Refund - Flipkart 9,442.93 214,309.08",214309.08,Shopping
16 Jan,"16 Jan Mobile Recharge 6,484.89 207,824.19",207824.19,Utilities
16 Jan,"16 Jan Netflix Subscription 5,386.04 202,438.15",202438.15,Others
17 Jan,"17 Jan Salary Credit 28,775.33 231,213.48",231213.48,Income
17 Jan,"17 Jan Freelance Payment 31,121.27 262,334.75",262334.75,Others
17 Jan,"17 Jan Flight Ticket - IndiGo 17,112.10 245,222.65",245222.65,Others
18 Jan,"18 Jan Bill Payment - Water 11,120.62 234,102.03",234102.03,Utilities
18 Jan,"18 Jan NEFT Inward 27,694.02 261,796.05",261796.05,Bank Transfer
18 Jan,"18 Jan Hotel Booking 19,210.98 242,585.07",242585.07,Others
19 Jan,"19 Jan Interest Credit 34,530.40 277,115.47",277115.47,Others
20 Jan,"20 Jan Amazon Purchase 14,593.24 262,522.23",262522.23,Shopping
20 Jan,"20 Jan Mutual Fund SIP 18,529.13 243,993.10",243993.1,Others
20 Jan,"20 Jan Rental Income 8,181.99 252,175.09",252175.09,Rent
21 Jan,"21 Jan Bill Payment - Water 17,643.02 234,532.07",234532.07,Utilities
22 Jan,"22 Jan Bill Payment - Electricity 13,179.22 221,352.85",221352.85,Utilities
22 Jan,"22 Jan Netflix Subscription 4,801.81 216,551.04",216551.04,Others
22 Jan,"22 Jan Bonus Credit 8,744.91 225,295.95",225295.95,Others
23 Jan,"23 Jan Grocery - BigBasket 4,965.97 220,329.98",220329.98,Others
23 Jan,"23 Jan Refund - Amazon 47,014.96 267,344.94",267344.94,Shopping
24 Jan,"24 Jan FD Maturity 36,376.91 303,721.85",303721.85,Others
24 Jan,"24 Jan Swiggy Order 17,661.88 286,059.97",286059.97,Food
24 Jan,"24 Jan Interest Credit 19,957.55 306,017.52",306017.52,Others
26 Jan,"26 Jan FD Maturity 13,067.86 319,085.38",319085.38,Others
26 Jan,"26 Jan Amazon Purchase 14,528.09 304,557.29",304557.29,Shopping
27 Jan,"27 Jan Flight Ticket - IndiGo 16,974.08 287,583.21",287583.21,Others
27 Jan,"27 Jan FD Maturity 28,766.64 316,349.85",316349.85,Others
27 Jan,"27 Jan Interest Credit 3,244.16 319,594.01",319594.01,Others
28 Jan,"28 Jan Bill Payment - Water 18,222.20 301,371.81",301371.81,Utilities
28 Jan,"28 Jan Refund - Flipkart 35,541.97 336,913.78",336913.78,Shopping
28 Jan,"28 Jan Freelance Payment 47,586.18 384,499.96",384499.96,Others
29 Jan,"29 Jan Bonus Credit 1,889.88 386,389.84",386389.84,Others
31 Jan,"31 Jan ATM Withdrawal 8,002.92 378,386.92",378386.92,Others
01 Feb,"01 Feb Refund - Amazon 44,226.89 422,613.81",422613.81,Shopping
02 Feb,"02 Feb Flight Ticket - IndiGo 18,800.57 403,813.24",403813.24,Others
02 Feb,"02 Feb Flight Ticket - IndiGo 10,167.72 393,645.52",393645.52,Others
02 Feb,"02 Feb Insurance Claim 10,923.99 404,569.51",404569.51,Others
03 Feb,"03 Feb Swiggy Order 7,211.55 397,357.96",397357.96,Food
03 Feb,"03 Feb ATM Withdrawal 7,947.48 389,410.48",389410.48,Others
05 Feb,"05 Feb Interest Credit 48,910.50 438,320.98",438320.98,Others
06 Feb,"06 Feb Mutual Fund SIP 16,311.99 422,008.99",422008.99,Others
06 Feb,"06 Feb NEFT Inward 3,787.22 425,796.21",425796.21,Bank Transfer
06 Feb,"06 Feb Bill Payment - Electricity 17,452.93 408,343.28",408343.28,Utilities
08 Feb,"08 Feb Mobile Recharge 3,432.85 404,910.43",404910.43,Utilities
11 Feb,"11 Feb Insurance Claim 14,220.62 419,131.05",419131.05,Others
11 Feb,"11 Feb Grocery - BigBasket 1,228.10 417,902.95",417902.95,Others
13 Feb,"13 Feb Hotel Booking 1,744.69 416,158.26",416158.26,Others
13 Feb,"13 Feb NEFT Inward 48,387.02 464,545.28",464545.28,Bank Transfer
13 Feb,"13 Feb Insurance Claim 31,847.89 496,393.17",496393.17,Others
14 Feb,"14 Feb Bonus Credit 8,291.53 504,684.70",504684.7,Others
15 Feb,"15 Feb NEFT Inward 37,756.66 542,441.36",542441.36,Bank Transfer
15 Feb,"15 Feb Insurance Claim 30,488.95 572,930.31",572930.31,Others
15 Feb,"15 Feb Fuel - HPCL 2,407.08 570,523.23",570523.23,Travel
16 Feb,"16 Feb Salary Credit 45,707.62 616,230.85",616230.85,Income
16 Feb,"16 Feb FD Maturity 36,222.70 652,453.55",652453.55,Others
16 Feb,"16 Feb Insurance Claim 17,475.48 669,929.03",669929.03,Others
17 Feb,"17 Feb Grocery - BigBasket 4,039.23 665,889.80",665889.8,Others
17 Feb,"17 Feb Dividend Credit 28,808.25 694,698.05",694698.05,Others
17 Feb,"17 Feb Salary Credit 10,815.89 705,513.94",705513.94,Income
18 Feb,"18 Feb Insurance Premium 17,549.76 687,964.18",687964.18,Others
20 Feb,"20 Feb Bill Payment - Water 5,712.70 682,251.48",682251.48,Utilities
22 Feb,"22 Feb Dividend Credit 28,140.14 710,391.62",710391.62,Others
22 Feb,"22 Feb Mutual Fund SIP 2,898.16 707,493.46",707493.46,Others
24 Feb,"24 Feb Insurance Premium 3,087.55 704,405.91",704405.91,Others
24 Feb,"24 Feb Rental Income 1,347.19 705,753.10",705753.1,Rent
25 Feb,"25 Feb Mobile Recharge 7,397.87 698,355.23",698355.23,Utilities
26 Feb,"26 Feb UPI Payment 1,413.75 696,941.48",696941.48,Bank Transfer
26 Feb,"26 Feb Mobile Recharge 4,370.90 692,570.58",692570.58,Utilities
26 Feb,"26 Feb FD Maturity 34,880.75 727,451.33",727451.33,Others
29 Feb,"29 Feb EMI Debit 2,461.14 724,990.19",724990.19,Others
01 Mar,"01 Mar Refund - Flipkart 18,271.30 743,261.49",743261.49,Shopping
02 Mar,"02 Mar NEFT Inward 38,247.32 781,508.81",781508.81,Bank Transfer
02 Mar,"02 Mar UPI Transfer Received 1,838.59 783,347.40",783347.4,Bank Transfer
03 Mar,"03 Mar Salary Credit 49,509.95 832,857.35",832857.35,Income
04 Mar,"04 Mar FD Maturity 30,905.43 863,762.78",863762.78,Others
04 Mar,"04 Mar Salary Credit 24,995.43 888,758.21",888758.21,Income
04 Mar,"04 Mar FD Maturity 31,161.53 919,919.74",919919.74,Others
06 Mar,"06 Mar Dividend Credit 29,745.23 949,664.97",949664.97,Others
06 Mar,"06 Mar Refund - Amazon 6,760.90 956,425.87",956425.87,Shopping
06 Mar,"06 Mar Bill Payment - Water 18,908.53 937,517.34",937517.34,Utilities
07 Mar,"07 Mar NEFT Inward 47,669.27 985,186.61",985186.61,Bank Transfer
07 Mar,"07 Mar UPI Payment 13,720.53 971,466.08",971466.08,Bank Transfer
08 Mar,"08 Mar ATM Withdrawal 17,342.44 954,123.64",954123.64,Others
09 Mar,"09 Mar Refund - Flipkart 1,334.58 955,458.22",955458.22,Shopping
10 Mar,"10 Mar Flight Ticket - IndiGo 11,332.12 944,126.10",944126.1,Others
10 Mar,"10 Mar Refund - Amazon 44,705.61 988,831.71",988831.71,Shopping
10 Mar,"10 Mar Mobile Recharge 7,480.67 981,351.04",981351.04,Utilities
11 Mar,"11 Mar Interest Credit 42,253.51 1,023,604.55",1023604.55,Others
11 Mar,"11 Mar NEFT Inward 42,158.15 1,065,762.70",1065762.7,Bank Transfer
12 Mar,"12 Mar ATM Withdrawal 154.37 1,065,608.33",1065608.33,Others
12 Mar,"12 Mar Bill Payment - Water 15,406.22 1,050,202.11",1050202.11,Utilities
14 Mar,"14 Mar Dividend Credit 45,617.66 1,095,819.77",1095819.77,Others
15 Mar,"15 Mar UPI Transfer Received 20,232.60 1,116,052.37",1116052.37,Bank Transfer
16 Mar,"16 Mar Freelance Payment 26,055.86 1,142,108.23",1142108.23,Others
16 Mar,"16 Mar Insurance Claim 5,322.70 1,147,430.93",1147430.93,Others
16 Mar,"16 Mar Netflix Subscription 9,010.45 1,138,420.48",1138420.48,Others
19 Mar,"19 Mar Grocery - BigBasket 9,322.76 1,129,097.72",1129097.72,Others
19 Mar,"19 Mar Bill Payment - Water 8,230.88 1,120,866.84",1120866.84,Utilities
20 Mar,"20 Mar Refund - Flipkart 35,774.75 1,156,641.59",1156641.59,Shopping
23 Mar,"23 Mar Refund - Amazon 26,769.36 1,183,410.95",1183410.95,Shopping
23 Mar,"23 Mar Fuel - HPCL 4,069.94 1,179,341.01",1179341.01,Travel
24 Mar,"24 Mar Salary Credit 10,229.40 1,189,570.41",1189570.41,Income
25 Mar,"25 Mar Freelance Payment 26,818.74 1,216,389.15",1216389.15,Others
25 Mar,"25 Mar Medical - Pharmacy 8,991.71 1,207,397.44",1207397.44,Others
25 Mar,"25 Mar Grocery - BigBasket 9,973.87 1,197,423.57",1197423.57,Others
28 Mar,"28 Mar Interest Credit 33,717.01 1,231,140.58",1231140.58,Others
28 Mar,"28 Mar Flight Ticket - IndiGo 3,216.03 1,227,924.55",1227924.55,Others
29 Mar,"29 Mar Medical - Pharmacy 17,803.77 1,210,120.78",1210120.78,Others
29 Mar,"29 Mar Bill Payment - Electricity 1,670.77 1,208,450.01",1208450.01,Utilities
30 Mar,"30 Mar Hotel Booking 14,019.60 1,194,430.41",1194430.41,Others
03 Apr,"03 Apr Refund - Amazon 21,565.40 1,215,995.81",1215995.81,Shopping
03 Apr,"03 Apr UPI Payment 12,574.07 1,203,421.74",1203421.74,Bank Transfer
07 Apr,"07 Apr Bill Payment - Water 13,364.08 1,190,057.66",1190057.66,Utilities
07 Apr,"07 Apr EMI Debit 843.28 1,189,214.38",1189214.38,Others
07 Apr,"07 Apr Bill Payment - Electricity 10,923.17 1,178,291.21",1178291.21,Utilities
08 Apr,"08 Apr Bill Payment - Electricity 6,369.43 1,171,921.78",1171921.78,Utilities
08 Apr,"08 Apr Refund - Amazon 9,019.97 1,180,941.75",1180941.75,Shopping
10 Apr,"10 Apr Hotel Booking 11,998.87 1,168,942.88",1168942.88,Others
10 Apr,"10 Apr Hotel Booking 7,960.50 1,160,982.38",1160982.38,Others
11 Apr,"11 Apr Flight Ticket - IndiGo 4,053.41 1,156,928.97",1156928.97,Others
13 Apr,"13 Apr Refund - Amazon 28,048.83 1,184,977.80",1184977.8,Shopping
13 Apr,"13 Apr UPI Transfer Received 45,449.75 1,230,427.55",1230427.55,Bank Transfer
13 Apr,"13 Apr Salary Credit 24,505.29 1,254,932.84",1254932.84,Income
14 Apr,"14 Apr Swiggy Order 5,396.87 1,249,535.97",1249535.97,Food
14 Apr,"14 Apr Medical - Pharmacy 15,267.68 1,234,268.29",1234268.29,Others
14 Apr,"14 Apr Freelance Payment 36,979.91 1,271,248.20",1271248.2,Others
15 Apr,"15 Apr Flight Ticket - IndiGo 18,248.20 1,253,000.00",1253000.0,Others
15 Apr,"15 Apr EMI Debit 1,433.21 1,251,566.79",1251566.79,Others
16 Apr,"16 Apr Netflix Subscription 16,977.62 1,234,589.17",1234589.17,Others
18 Apr,"18 Apr Amazon Purchase 10,359.87 1,224,229.30",1224229.3,Shopping
21 Apr,"21 Apr Bonus Credit 8,338.74 1,232,568.04",1232568.04,Others
21 Apr,"21 Apr EMI Debit 12,653.41 1,219,914.63",1219914.63,Others
21 Apr,"21 Apr Freelance Payment 46,579.00 1,266,493.63",1266493.63,Others
23 Apr,"23 Apr Rental Income 35,239.94 1,301,733.57",1301733.57,Rent
24 Apr,"24 Apr Bill Payment - Electricity 17,959.19 1,283,774.38",1283774.38,Utilities
24 Apr,"24 Apr Insurance Premium 19,254.13 1,264,520.25",1264520.25,Others
24 Apr,"24 Apr Bill Payment - Electricity 10,213.53 1,254,306.72",1254306.72,Utilities
25 Apr,"25 Apr Netflix Subscription 6,151.87 1,248,154.85",1248154.85,Others
25 Apr,"25 Apr Refund - Flipkart 6,452.02 1,254,606.87",1254606.87,Shopping
25 Apr,"25 Apr Swiggy Order 14,775.17 1,239,831.70",1239831.7,Food
26 Apr,"26 Apr UPI Payment 7,538.61 1,232,293.09",1232293.09,Bank Transfer
26 Apr,"26 Apr UPI Payment 1,328.12 1,230,964.97",1230964.97,Bank Transfer
26 Apr,"26 Apr FD Maturity 2,817.71 1,233,782.68",1233782.68,Others
27 Apr,"27 Apr Amazon Purchase 1,964.57 1,231,818.11",1231818.11,Shopping
27 Apr,"27 Apr Bill Payment - Electricity 7,666.97 1,224,151.14",1224151.14,Utilities
28 Apr,"28 Apr Bill Payment - Electricity 1,920.92 1,222,230.22",1222230.22,Utilities
28 Apr,"28 Apr Hotel Booking 10,266.88 1,211,963.34",1211963.34,Others
29 Apr,"29 Apr Medical - Pharmacy 12,038.04 1,199,925.30",1199925.3,Others
29 Apr,"29 Apr Flight Ticket - IndiGo 10,143.27 1,189,782.03",1189782.03,Others
30 Apr,"30 Apr Hotel Booking 19,981.06 1,169,800.97",1169800.97,Others
30 Apr,"30 Apr ATM Withdrawal 1,095.50 1,168,705.47",1168705.47,Others
30 Apr,"30 Apr Bill Payment - Water 4,663.81 1,164,041.66",1164041.66,Utilities
01 May,"01 May Medical - Pharmacy 1,859.90 1,162,181.76",1162181.76,Others
01 May,"01 May FD Maturity 21,643.91 1,183,825.67",1183825.67,Others
02 May,"02 May Insurance Claim 14,563.81 1,198,389.48",1198389.48,Others
03 May,"03 May UPI Transfer Received 19,180.65 1,217,570.13",1217570.13,Bank Transfer
04 May,"04 May Fuel - HPCL 17,193.97 1,200,376.16",1200376.16,Travel
04 May,"04 May Rental Income 32,179.93 1,232,556.09",1232556.09,Rent
04 May,"04 May Insurance Premium 14,070.02 1,218,486.07",1218486.07,Others
05 May,"05 May Refund - Amazon 12,808.42 1,231,294.49",1231294.49,Shopping
05 May,"05 May EMI Debit 8,643.23 1,222,651.26",1222651.26,Others
05 May,"05 May Bill Payment - Electricity 6,316.63 1,216,334.63",1216334.63,Utilities
06 May,"06 May UPI Transfer Received 28,261.24 1,244,595.87",1244595.87,Bank Transfer
06 May,"06 May Refund - Flipkart 8,410.46 1,253,006.33",1253006.33,Shopping
06 May,"06 May Medical - Pharmacy 4,938.85 1,248,067.48",1248067.48,Others
07 May,"07 May Swiggy Order 2,588.65 1,245,478.83",1245478.83,Food
07 May,"07 May Insurance Claim 20,306.46 1,265,785.29",1265785.29,Others
08 May,"08 May Netflix Subscription 17,618.65 1,248,166.64",1248166.64,Others
09 May,"09 May Freelance Payment 7,991.27 1,256,157.91",1256157.91,Others
09 May,"09 May Dividend Credit 28,999.64 1,285,157.55",1285157.55,Others
13 May,"13 May UPI Transfer Received 49,936.18 1,335,093.73",1335093.73,Bank Transfer
13 May,"13 May Swiggy Order 15,158.10 1,319,935.63",1319935.63,Food
14 May,"14 May Amazon Purchase 19,744.00 1,300,191.63",1300191.63,Shopping
14 May,"14 May Medical - Pharmacy 17,475.34 1,282,716.29",1282716.29,Others
16 May,"16 May Salary Credit 36,125.87 1,318,842.16",1318842.16,Income
17 May,"17 May Refund - Amazon 12,806.96 1,331,649.12",1331649.12,Shopping
17 May,"17 May Dividend Credit 25,796.66 1,357,445.78",1357445.78,Others
18 May,"18 May Amazon Purchase 14,036.60 1,343,409.18",1343409.18,Shopping
18 May,"18 May Refund - Amazon 47,829.34 1,391,238.52",1391238.52,Shopping
19 May,"19 May UPI Transfer Received 6,666.18 1,397,904.70",1397904.7,Bank Transfer
19 May,"19 May Interest Credit 32,689.14 1,430,593.84",1430593.84,Others
19 May,"19 May Medical - Pharmacy 5,544.64 1,425,049.20",1425049.2,Others
20 May,"20 May Hotel Booking 9,453.92 1,415,595.28",1415595.28,Others
20 May,"20 May Bill Payment - Electricity 18,634.02 1,396,961.26",1396961.26,Utilities
20 May,"20 May EMI Debit 2,622.87 1,394,338.39",1394338.39,Others
23 May,"23 May Bill Payment - Water 11,067.94 1,383,270.45",1383270.45,Utilities
23 May,"23 May Dividend Credit 22,421.12 1,405,691.57",1405691.57,Others
23 May,"23 May Swiggy Order 19,906.00 1,385,785.57",1385785.57,Food
24 May,"24 May Fuel - HPCL 18,390.42 1,367,395.15",1367395.15,Travel
24 May,"24 May Swiggy Order 10,963.71 1,356,431.44",1356431.44,Food
25 May,"25 May Insurance Premium 11,036.09 1,345,395.35",1345395.35,Others
25 May,"25 May Insurance Premium 7,685.13 1,337,710.22",1337710.22,Others
25 May,"25 May Mutual Fund SIP 17,347.97 1,320,362.25",1320362.25,Others
26 May,"26 May ATM Withdrawal 19,580.03 1,300,782.22",1300782.22,Others
26 May,"26 May Insurance Claim 30,878.01 1,331,660.23",1331660.23,Others
27 May,"27 May FD Maturity 34,528.91 1,366,189.14",1366189.14,Others
28 May,"28 May Insurance Claim 46,473.04 1,412,662.18",1412662.18,Others
28 May,"28 May FD Maturity 6,112.73 1,418,774.91",1418774.91,Others
30 May,"30 May Fuel - HPCL 1,331.16 1,417,443.75",1417443.75,Travel
30 May,"30 May Dividend Credit 16,062.21 1,433,505.96",1433505.96,Others
30 May,"30 May Bill Payment - Water 12,987.61 1,420,518.35",1420518.35,Utilities
31 May,"31 May Dividend Credit 30,174.95 1,450,693.30",1450693.3,Others
31 May,"31 May Insurance Premium 1,078.12 1,449,615.18",1449615.18,Others
01 Jun,"01 Jun Refund - Amazon 48,578.10 1,498,193.28",1498193.28,Shopping
02 Jun,"02 Jun Dividend Credit 46,065.17 1,544,258.45",1544258.45,Others
03 Jun,"03 Jun Medical - Pharmacy 14,837.15 1,529,421.30",1529421.3,Others
03 Jun,"03 Jun Refund - Flipkart 20,817.78 1,550,239.08",1550239.08,Shopping
04 Jun,"04 Jun Refund - Amazon 1,210.58 1,551,449.66",1551449.66,Shopping
04 Jun,"04 Jun FD Maturity 43,326.33 1,594,775.99",1594775.99,Others
04 Jun,"04 Jun UPI Payment 6,864.34 1,587,911.65",1587911.65,Bank Transfer
05 Jun,"05 Jun Mutual Fund SIP 6,239.58 1,581,672.07",1581672.07,Others
05 Jun,"05 Jun UPI Payment 3,926.52 1,577,745.55",1577745.55,Bank Transfer
05 Jun,"05 Jun Refund - Flipkart 12,504.57 1,590,250.12",1590250.12,Shopping
06 Jun,"06 Jun Netflix Subscription 17,530.12 1,572,720.00",1572720.0,Others
06 Jun,"06 Jun Medical - Pharmacy 3,768.07 1,568,951.93",1568951.93,Others
07 Jun,"07 Jun Fuel - HPCL 1,178.43 1,567,773.50",1567773.5,Travel
07 Jun,"07 Jun Mobile Recharge 12,112.64 1,555,660.86",1555660.86,Utilities
08 Jun,"08 Jun Medical - Pharmacy 282.21 1,555,378.65",1555378.65,Others
09 Jun,"09 Jun Netflix Subscription 2,456.44 1,552,922.21",1552922.21,Others
10 Jun,"10 Jun FD Maturity 38,220.81 1,591,143.02",1591143.02,Others
10 Jun,"10 Jun Insurance Claim 44,127.03 1,635,270.05",1635270.05,Others
11 Jun,"11 Jun Refund - Flipkart 7,149.66 1,642,419.71",1642419.71,Shopping
11 Jun,"11 Jun Bill Payment - Water 7,863.86 1,634,555.85",1634555.85,Utilities
11 Jun,"11 Jun UPI Transfer Received 14,406.07 1,648,961.92",1648961.92,Bank Transfer
